Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2025-04-18,IKEA UAE,@ikeauae,Retail,brand_awareness,Promoting a better lifestyle through IKEA’s latest OOH campaign.,OOH,"Dubai, UAE","@ikeauae promotes a better lifestyle for all its customers in their latest #OOH campaign.

Read the full article 👇 
https://insiteooh.com/article/11821-a-better-start-begins-at-home-with-ikea-on-dubai",HIGH,HIGH
2025-04-21,Unknown,,Industry News,other,Condolences to His Holiness Pope Francis.,,UAE,"‏Our deepest condolences to His Holiness Pope Francis during this time of loss.
‏May you find strength and comfort, and may the departed soul rest in peace. Our thoughts and prayers are with you.",LOW,LOW
2025-04-17,Al‑Futtaim Auto,@alfuttaimauto,Automotive,product_launch,Showcasing the new BYD Sealion 7 across Dubai.,OOH,"Dubai, UAE","@alfuttaimauto has popped up with a vibrant #OOH across #Dubai, showcasing the all-new @byd.uae Sealion 7.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-04-21,Emirates,@emirates,Hospitality & Tourism,product_launch,Launch of Emirates Courier Express service.,OOH,"Dubai, UAE","@emirates Airlines is back with a fresh #OOH, promoting its new service ""The Emirates Courier Express."".

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-04-23,Imtiaz Developments,@imtiazdevelopments,Real Estate,product_launch,Promote the luxurious Cotier House project with a larger‑than‑life billboard featuring Khabib Nurmagomedov.,billboard,"Dubai, UAE",Imagine driving down in #Dubai and being met with a larger-than-life image of @khabib_nurmagomedov. This isn't a dream; it's the latest #outdoor campaign from @imtiazdevelopments showcasing their luxu,HIGH,HIGH
2025-04-22,Feve Chocolates,@fevechocolates,Food & Beverage,brand_awareness,Celebrate chocolate with a striking highway billboard.,billboard,"Dubai, UAE","@fevechocolates has launched a striking #billboard celebrating chocolate, rising high above #Dubai's highway.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,HIGH
2025-04-22,Ebel,@ebel,Retail,product_launch,Showcase the Ebel Sport Classic collection on a prominent digital screen.,digital_screen,"Dubai, UAE","@ebel watches feature on a prominent digital screen with visually striking images showcasing the Ebel Sport Classic collection.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
",HIGH,HIGH
2025-04-18,Offlimits Music Festival,@offlimitsmusicfestival,Entertainment & Media,event_promotion,Drive buzz for the upcoming festival on Yas Island using bridge billboards across Dubai.,bridge_billboard,"Dubai, UAE",Abu Dhabi’s highly anticipated @offlimitsmusicfestival is turning heads across #Dubai with a vibrant #OOH campaign that’s impossible to miss. Lighting up the city’s key roads with striking bridge #bil,HIGH,HIGH
2025-04-21,Cara Jewellers,@carajewellers,Retail,brand_awareness,Mark Cara Jewellers’ 20‑year anniversary with dazzling navy‑blue hoarding billboards.,"billboard, hoarding","Dubai, UAE","Dazzling #billboards by @carajewellers mark the brand’s impressive 20th anniversary in the jewellery industry, set against a rich navy-blue hoarding.

Read the full article on our website 🌍 

#InsiteO",MEDIUM,HIGH
2025-04-21,HSBC UAE,@hsbc_uae,Banking & Finance,brand_awareness,Introduce a cut‑out bridge billboard installation that adds depth to HSBC’s OOH presence.,"bridge_billboard, cut-out","Dubai, UAE","What distinguishes @hsbc_uae's new installation is its cut-out format, breaking through the bridge #billboard medium to introduce dimension and visual excitement into an otherwise flat and text-orient",HIGH,HIGH
2025-04-15,Kitopi,@thisiskitopi,Food & Beverage,partnership,Highlight the Kitopi‑Talabat partnership with a highway‑spanning billboard campaign.,billboard,"Dubai, UAE","The collaboration with @thisiskitopi and @talabatuae, managed to achieve across #Dubai’s highways.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,MEDIUM
2025-04-11,KFC Arabia,@kfcarabia,Food & Beverage,seasonal,Promote the Festive Dipping Box as a share‑worthy offering for the holiday season.,billboard,"Dubai, UAE","KFC promotes the Festive Dipping Box as a prefect choice for sharing with friends and family in an ooh campaign, showcased a delectable box packed with a variety of @kfcarabia's crunchy favorites, per",HIGH,HIGH
2025-04-11,Nexus Developer,@nexusdeveloperofficial,Real Estate,product_launch,Introduce the new Estrella project with a bold hoarding in Dubai’s green heart.,hoarding,"Dubai, UAE","Dubai's skyline just got a dash more intriguing! @nexusdeveloperofficial has planted a bold statement right in the city's green heart, showcasing their latest project, Estrella. This isn't just anothe",HIGH,HIGH
2025-04-16,Nissan Dubai,@nissandxb,Automotive,product_launch,Launch the all‑new Nissan Magnite across billboards in Dubai and Sharjah.,billboard,"Dubai, UAE","@aw_rostamani has launched a dynamic #outdoor campaign across #Dubai and #Sharjah's #billboards, showcasing the all-new @nissandxb Magnite.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emir",HIGH,HIGH
2025-04-10,Hardee's,@hardeesuae,Food & Beverage,product_launch,Highlights the new hearty Philly steak sandwich with a gourmet twist.,billboard,"Dubai, UAE","@hardeesuae campaign has effectively highlighted its new hearty Philly  steak sandwich, showcasing its qualities through an enticing visual presentation, which successfully shows its gourmet twist.

R",HIGH,HIGH
2025-04-09,McDonald's,@mcdonaldsuae,Food & Beverage,brand_awareness,Minecraft‑inspired outdoor advertising campaign across the UAE.,DOOH,"Dubai, UAE","In a bold and playful mashup of pop culture and iconic branding, @mcdonaldsuae unveils their brand new #outdoor advertising campaign across the #UAE, inspired by Minecraft, the globe's best-selling sa",HIGH,HIGH
2025-04-08,ADIB,@adib_bank,Banking & Finance,promotional_sale,Encourages salary account transfers with the promise of a 12X salary bonus.,billboard,"Dubai, UAE","@adib_bank #OOH campaign draws attention with its Lucrative message, ""Your Next Bonus is Closer Than You Think!"" calls viewers to transfer their salary accounts to ADIB  to win 12X salary.

Read the f",HIGH,HIGH
2025-04-08,Carrefour,@carrefouruae,Retail,seasonal,Celebrates togetherness for Eid 2025 on UAE OOH.,billboard,"Dubai, UAE","@carrefouruae Celebrates Togetherness for Eid 2025 on #UAE’s #OOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#Eid_Al_Fitr_2025",HIGH,HIGH
2025-04-07,SNOC,@snoc.ae,Government & Public Sector,event_promotion,HSE EXPO campaign displayed on Sharjah billboards.,billboard,"Sharjah, UAE","The @snoc.ae has made a significant move on #Sharjah's #billboards with its HSE EXPO campaign.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-04-07,EmCan,,Technology,product_launch,Promotes the EmCan app for services at Emarat gas stations on Dubai DOOH screens.,DOOH,"Dubai, UAE","#EmCan promotes its app for services at @emarat.official gas station on #Dubai's #DOOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",MEDIUM,HIGH
2025-04-08,Seddiqi,@seddiqi_uae,Beauty & Personal Care,partnership,Dazzling DOOH display at The Dubai Mall featuring Pasquale Bruni and Georgi Nagi.,DOOH,"Dubai, UAE","@seddiqi_uae has dropped a dazzling #DOOH through the @thedubaimall, showcasing the glamour of @pasqualebruni, feat. the global icon @georginagio.

Read the full article on our website 🌍 

#InsiteOOH ",HIGH,HIGH
2025-04-10,Mediclinic,@mediclinicme,Healthcare,product_launch,Launch of the Mediclinic Baby programme.,billboard,"Dubai, UAE","@mediclinicme has launched a brand-new #OOH campaign, promoting the Baby Programme under the name of Mediclinic Baby.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tune",HIGH,HIGH
2025-03-27,Peugeot,@peugeot_me,Automotive,product_launch,Promotes the all‑new Peugeot 3008 model in Dubai.,billboard,"Dubai, UAE","@peugeot_me has launched this #OOH campaign in #Dubai, to promote its all-new 3008 model.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-27,Insite OOH,@insiteooh_ae,Industry News,industry_news,"Celebrates Insite OOH’s 8th anniversary, documenting 12,000+ campaigns across MENA.",,UAE,"🎱8 years of documenting the moments that define OOH in the MENA region! From ancient carvings to digital billboards, outdoor advertising keeps evolving—and so do we. With 12,000+ campaigns and 3,800 b",HIGH,HIGH
2025-03-28,Noon,@noon_uae,Retail,promotional_sale,Ramadan 2025 discounts on home gadgets,DOOH,"Dubai, UAE","@noon_uae provides amazing discounts ""Polaris"" sale, on their home gadgets for Ramadan 2025 on #Dubai's D/OOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Thin",HIGH,HIGH
2025-03-28,Palmers,@palmersme,Retail,brand_awareness,High‑contrast ad for brand visibility,billboard,"Dubai, UAE","@palmersme ad opts for full-on high contrast for visibility, and the product shot is graphic enough to be immediately recognizable even if you weren't already familiar with the brand.

Read the full a",MEDIUM,MEDIUM
2025-03-28,DP World UAE,@dpworlduae,Transportation & Logistics,brand_awareness,"New campaign linking sports, logistics and innovation",billboard,UAE,"@dpworlduae's sweeps in on #UAE's #billboards with a brand new campaign combining sports, logistics, and innovation in an effective manner that conveys a strong branding message.

Read the full articl",HIGH,HIGH
2025-03-27,Volvo Cars,@volvocarae,Automotive,promotional_sale,0% down payment & 0% finance for 5 years,billboard,"Dubai, UAE","@alfuttaimauto launched an #OOH campaign to highlight an appealing payment plan ""0% Down Payment & 0% Finance for 5 Years,"" for @volvocarae vehicles.

Read the full article on our website 🌍 

#InsiteO",HIGH,HIGH
2025-03-30,Insite OOH,@insiteooh_ae,Industry News,industry_news,Eid greetings and INSITE OOH anniversary,,UAE,"This Eid is extra special! As we celebrate the joy and blessings of Eid al-Fitr, we also mark a milestone—INSITE OOH’s anniversary! A journey of innovation, impact, and pushing boundaries in the OOH i",HIGH,HIGH
2025-04-04,MakeMyTrip UAE,@makemytrip_uae,Hospitality & Tourism,brand_awareness,Encouraging 2M+ UAE travelers to book,DOOH,"Dubai, UAE","@makemytrip_uae's imagery evokes spontaneity and wanderlust without having to promote it too hard—it's about being among the 2M+ #UAE travelers who have already booked. 

Read the full article on our ",HIGH,HIGH
2025-04-09,Chanel,@chanelofficial,Beauty & Personal Care,product_launch,New OOH campaign for Coco Mademoiselle fragrance,billboard,"Dubai, UAE","This week, the streets of Downtown #Dubai got another taste of luxury as @chanelofficial rolled out a brand-new #OOH campaign for their signature fragrance Coco Mademoiselle.

Read the full article on",HIGH,HIGH
2025-03-26,Riva Fashion,@rivafashionme,Retail,seasonal,Ramadan Exclusive and Eid Collections on D/OOH,DOOH,"Dubai, UAE","@rivafashionme Climbs on #Dubai’s D/OOH with its Ramadan Exclusive and Eid Collections.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Ramadan_2025",MEDIUM,MEDIUM
2025-03-27,Insite OOH,@insiteooh_ae,Industry News,industry_news,8th anniversary of D/OOH community,,UAE,"🎱8 years of documenting and chronicling every D/OOH campaign in the MENA! Cheers to a journey of insights, coverage, and impact. Happy anniversary, MENA's D/OOH community! 

#Insiteooh_8thAnniversary
",HIGH,HIGH
2025-03-26,Al Nabooda Automobiles,@alnaboodaautomobiles,Automotive,promotional_sale,Ramadan special offers on Volkswagen cars across Dubai and Sharjah,DOOH,"Dubai, UAE","@alnaboodaautomobiles has launched a D/OOH campaign across #Dubai and #Sharjah, promoting its special offers on Volkswagen cars during Ramadan.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#",HIGH,HIGH
2025-03-25,Nissan,@nissandxb,Automotive,promotional_sale,0% interest for 5 years on Nissan vehicles during Ramadan,billboard,"Dubai, Sharjah, Ajman, UAE","@aw_rostamani has launched an #OOH campaign across #Dubai, #Sharjah, and #Ajman, to promote a special Ramadan offer ""0% Interest For 5 Years"" for @nissandxb vehicles.

Read the full article on our web",HIGH,HIGH
2025-03-26,Emirates NBD,@emiratesnbd_ae,Banking & Finance,brand_awareness,Celebrating 75 awards in 2024,billboard,"Dubai, UAE","@emiratesnbd_ae has came back with a fresh #OOH campaign in #Dubai, this time celebrating a milestone that speaks volumes: 75 awards in 2024.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Em",HIGH,HIGH
2025-03-25,StarzPlay Arabia,@starzplayarabia,Entertainment & Media,seasonal,Promoting three new TV series for Ramadan 2025,billboard,"Dubai, UAE","@starzplayarabia celebrates Ramadan 2025 with 3 new tv series' on their platform.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH 
#Ramadan_2025",HIGH,HIGH
2025-03-26,Suzuki,@suzukicaruae,Automotive,promotional_sale,Ramadan offers on Suzuki vehicles via massive billboards,billboard,UAE,"@suzukicaruae capitalizes #UAE’s #billboards with a brand new #outdoor promotional campaign utilizing massive billboards to communicate their offers during Ramadan. 

Read the full article on our webs",HIGH,HIGH
2025-03-27,National Bonds,@nationalbonds,Banking & Finance,brand_awareness,Promoting National Bonds savings and investment services,billboard,UAE,"@nationalbonds, the #UAE’s go-to name in savings and investments, is back on #billboards with a new #OOH campaign that’s as straightforward as it is impactful. 

Read the full article on our website 🌍",HIGH,HIGH
2025-04-11,Domino's,@dominosuae,Food & Beverage,promotional_sale,Two large pizzas for AED 29 each,DOOH,"Dubai, UAE","@dominosuae offers two large pizzas for AED 29 each on Dubai's D/OOH scene

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-03-25,Creative Closets ME,@creativeclosetsme,Retail,promotional_sale,35% Ramadan discount and 25‑year guarantee on Creative Closets,billboard,"Dubai, UAE","@creativeclosetsme has launched an #OOH campaign in #Dubai's hoardings during Ramadan, promoting its 35% Ramadan discount and a 25-year guarantee.

Read the full article on our website 🌍 

#InsiteOOH ",HIGH,HIGH
2025-03-26,Kinder Arabia,@kinderarabia,Food & Beverage,seasonal,"""Growing Bigger Hearts"" Ramadan campaign",DOOH,"Dubai, UAE","@kinderarabia rises on #Dubai's #DOOH with its ""Growing Bigger Hearts"" campaign for Ramadan 2025.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH 
#Rama",HIGH,HIGH
2025-03-27,Western Union,@westernunion,Banking & Finance,seasonal,Ramadan outdoor campaign promoting money‑transfer services,billboard,UAE,"@westernunion, the world's most used money transfer company, launches a brand new and effective #outdoor campaign on the streets of the #UAE, taking advantage of the holy month of Ramadan to reach the",HIGH,HIGH
2025-04-03,Sephora Middle East,@sephoramiddleeast,Beauty & Personal Care,event_promotion,"Eid al‑Fitr campaign ""Share Something Beautiful""",billboard,"Dubai, UAE","@sephoramiddleeast launches a campaign celebrating Eid al-Firt ""Share Somethig Beautiful""

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-21,Shahid,@shahid.vod,Entertainment & Media,seasonal,Promoting four highly‑anticipated Ramadan series on Shahid.,DOOH,"Dubai, UAE","@shahid.vod's campaign highlights four highly anticipated series: Esh Esh, starring @maiomar_; Beldam, featuring Maguy Bou Ghosn; Al Batal, led by @bassam.kousa.official; and Yawmeyat Rajol Aanes. Eac",HIGH,HIGH
2025-03-20,Audimiddleeast,@audimiddleeast,Industry News,industry_news,"Launch of a new, distinctive billboard network across the UAE.",billboard,UAE,"There’s something about @audimiddleeast’s latest #billboards across the #UAE that just feels different. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#Ramadan_2",HIGH,HIGH
2025-04-04,Racing Dubai,@racingdubai,Entertainment & Media,event_promotion,Promoting the 2025 Racing Dubai edition as “the world’s most spectacular raceday.”,"DOOH, screen","Dubai, UAE","The @racingdubai , attracting elite competitors and spectators from across the globe in horse racing, announced on Dubai's screens for the 2025 edition, highlights the event's grandeur and prestige as",HIGH,HIGH
2025-03-20,Madain,@madainofficial,Real Estate,promotional_sale,5‑year payment plan for properties in MADA’IN Al Tay (Sharjah) advertised via DOOH.,DOOH,"Dubai, UAE","@madainofficial launched a #DOOH campaign in #Dubai, promoting its 5-year payment plan for properties in MADA'IN Squarer Al Tay, #Sharjah.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emira",HIGH,HIGH
2025-03-24,Nissan,@nissandxb,Automotive,product_launch,Launch of the all‑new Nissan Kicks during Ramadan across Dubai and Sharjah.,"OOH, billboard","Dubai, UAE","@nissandxb has launched an #OOH campaign across #Dubai and #Sharjah, promoting the all-new Nissan Kicks during Ramadan.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tu",HIGH,HIGH
2025-03-19,on Holding AG,@on,Technology,product_launch,Release of the CloudTec Phase® on Dubai billboards.,billboard,"Dubai, UAE","@on Holding AG releases the CloudTec Phase® on #Dubai's #billboards.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-21,N/A,,Industry News,other,"Mother’s Day greeting celebrating love, strength and home.",,"Dubai, UAE","No words can truly capture what a mother means, but today, we try: Love. Strength. Home. Happy Mother’s Day to the ones who make life beautiful!",LOW,MEDIUM
2025-03-21,Liujo,@liujo,Retail,product_launch,Launch of the new LaPuffy bag featured on Dubai billboards.,billboard,"Dubai, UAE","@liujo climbs on Dubai's #billboards with their new signature LaPuffy bag and stores all around the UAE.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-05-28,Tamer Hosny,@tamerhosny,Entertainment & Media,product_launch,Promotion of the new single “Malekat Gamal Al Koon” by Tamer Hosny & Alshami.,DOOH,"Dubai, UAE",The ad tracks @tamerhosny & @alshami.music recent collabs that lit up streaming platforms—and now it's clear the duo is going to do the same in real-time with their hit new single ‘Malekat Gamal Al Ko,MEDIUM,HIGH
2025-03-24,Amazon.ae,@amazonae,Retail,promotional_sale,Eid Sale campaign – Amazon.ae goes “full red” across the city.,"billboard, DOOH","Dubai, UAE","You know Eid’s around the corner when @amazonae goes full red across every corner of the city! Amazon.ae is back with a fresh Eid Sale campaign.

Read the full article on our website 🌍 

#InsiteOOH 🪧
",HIGH,HIGH
2025-03-19,McDonald's,@mcdonaldsuae,Food & Beverage,seasonal,Ramadan iftar and suhoor promotions highlighting food as a way to bring people together.,"billboard, street","Dubai, UAE","Taking over #Dubai, #Sharjah, and #Ajman streets, @mcdonaldsuae launched a series of bold #OOH ads that encapsulate the meaning of iftar and suhoor, because let's not forget, there's nothing quite lik",HIGH,HIGH
2025-03-17,McDonald's,@mcdonaldsuae,Food & Beverage,partnership,Cause‑marketing campaign encouraging book purchases that translate into charitable donations.,billboard,"Dubai, UAE","@mcdonaldsuae new #OOH campaign, ""The Books for Good"", is an invitation to be part of a cause where a small act — buying a book — turns into meaningful charity.

Read the full article on our website 🌍",HIGH,HIGH
2025-03-18,Centrepoint,@centrepointme,Retail,seasonal,"Ramadan of Radiance collection emphasizing sophistication, nostalgia and diversity.",billboard,"Dubai, UAE","@centrepointme's previous campaigns have ridden the waves of messages about coming together, family, and fashion for all — and with ""A Ramadan of Radiance,"" they're steering the narrative further in t",HIGH,HIGH
2025-03-17,Honda,@uaehonda,Automotive,product_launch,Launch of the new Honda Accord e:HEV hybrid vehicle.,"billboard, outdoor",UAE,"@uaehonda launches a powerful #outdoor campaign in the #UAE in promotion of its latest Honda Accord e:HEV, a high-end hybrid vehicle. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_",HIGH,HIGH
2025-03-18,Carrier,@carrier,Technology,seasonal,Ramadan‑themed ad using lantern imagery to reinforce brand reliability.,billboard,"Dubai, UAE","@carrier's Ramadan-themed ad prominently features decorative lanterns, symbolizing spiritual enlightenment during Ramadan, creating a festive ambiance, and includes a polished image of the Carrier uni",HIGH,HIGH
2025-03-14,Skoda,@skoda_uae,Automotive,seasonal,Ramadan offers promoted via high‑visibility billboards.,billboard,UAE,"@skoda_uae launches a brand new outdoor promotion campaign in the UAE with highly visible #billboards calling the shots, pushing their brand and time-bound Ramadan offers.

Read the full article on ou",HIGH,HIGH
2025-03-17,Trendyol,@trendyol.ar,Retail,seasonal,Showcasing the Ramadan Collection of trendy apparel.,billboard,"Dubai, UAE","@trendyol.ar, a leading fashion retailer platform celebrated for its stylish and diverse offerings, has launched a new #OOH campaign to showcase its Ramadan Collection, a curated selection of trendy, ",HIGH,HIGH
2025-03-14,Address Montgomerie,@addressmontgomerie,Hospitality & Tourism,seasonal,Promoting Ramadan accommodation and hotel features.,billboard,"Dubai, UAE","@addressmontgomerie prepares for Ramadan with the best accommodation and features.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-03-17,KIKO Milano,@kikomilanoarabia,Beauty & Personal Care,product_launch,Launch of the Golden Oasis cosmetics collection.,billboard,"Dubai, UAE","@kikomilanoarabia rises on #billboards with its new collection the Golden Oasis. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-20,Aldar,@aldar,Real Estate,brand_awareness,"Promoting The Wilds as a sustainable, wellness‑focused living concept.",billboard,"Dubai, UAE","@aldar's #OOH campaign in the #UAE taps into the growing consumer desire for sustainability and wellness-driven living, making a compelling case for The Wilds as an antidote to the hyper-urbanization ",HIGH,HIGH
2025-03-18,LC Waikiki,@lcwaikiki,Retail,brand_awareness,Everyone deserves to dress well,billboard,"Dubai, UAE","@lcwaikiki  #billboards convey an expressive and direct message with the catchy slogan ""Everyone deserves to dress well,"" underscoring the brand’s dedication to reaching a wide and diverse audience.

",HIGH,HIGH
2025-03-18,Hyundai UAE,@hyundaiuae_,Automotive,seasonal,Ramadan‑focused outdoor campaign to connect with audiences,billboard,"Dubai, UAE","A brand new promotional #outdoor campaign by @hyundaiuae_ blesses the #UAE, strategically leveraging the holy month of Ramadan to connect with its audience. 

Read the full article on our website 🌍 

",HIGH,HIGH
2025-03-25,Pantheon Development,@pantheon_development,Real Estate,brand_awareness,Fresh OOH campaign building on momentum of previous wave,billboard,"Dubai, UAE","@pantheon_development has returned to the #Dubai's #billboard scene with a fresh #OOH campaign that builds on the momentum of their last wave.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#E",HIGH,HIGH
2025-03-17,Adidas Arabia,@adidasarabia,Retail,brand_awareness,"Inspiring ""You Got This"" campaign featuring footballer Lamine Yamal",billboard,"Dubai, UAE","@adidasarabia returns with another inspiring #OOH campaign ""You Got This."", featuring the Spanish footballer @lamineyamal. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Sta",HIGH,HIGH
2025-03-13,MBR Initiatives,@mbrinitiatives,Industry News,brand_awareness,Supporting fathers with the Fathers' Endowment on UAE billboards,billboard,"Dubai, UAE","@mbrinitiatives rises on #UAE's #billboards supporting fathers with the Fathers' Endowment.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",MEDIUM,LOW
2025-03-10,Samana Developers,@samana.developers,Real Estate,product_launch,New die‑cut outdoor campaign in Dubai,billboard,"Dubai, UAE","@samana.developers Climbs on #Dubai’s D/OOH with a New Die-Cut Campaign.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-12,RN Barabia,@rnbarabia,Retail,seasonal,Ramadan festive collection showcased on expansive billboards,billboard,"Dubai, UAE","@rnbarabia launched its Ramadan festive collection on expansive #billboards, showcases elegance in curated ensembles, blending modern with classic designs that align with Ramadan spirit.

Read the ful",MEDIUM,MEDIUM
2025-03-11,Better Life UAE,@betterlifeuae,Retail,seasonal,Promotes products and celebrates Ramadan on Dubai DOOH screens,DOOH,"Dubai, UAE","@betterlifeuae Promotes Its Products and Celebrates Ramadan on #Dubai’s #DOOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH 
#Ramadan_2025",MEDIUM,MEDIUM
2025-03-12,Sharjah Municipality,@shjmunicipality,Government & Public Sector,brand_awareness,"Promotes public parking service app ""Mawqef"" via DOOH in Sharjah",DOOH,"Sharjah, UAE","@shjmunicipality takes a modern approach with its #DOOH in #Sharjah, promoting its public parking service app The ""Mawqef"".

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Sta",HIGH,HIGH
2025-03-12,Audemars Piguet,@audemarspiguet,Retail,brand_awareness,Celebrates 150 years of Audemars Piguet with a new outdoor campaign,billboard,"Dubai, UAE","Swiss luxury watch manufacturer, @audemarspiguet, makes a strong statement with its new #outdoor advertising campaign in the #UAE celebrating 150 years of greatness. 

Read the full article on our web",HIGH,HIGH
2025-03-11,Sadia,@sadialife,Food & Beverage,seasonal,Promoting ready‑to‑cook frozen chicken and other products for Ramadan.,DOOH,"Dubai, UAE","@sadialife launched a #DOOH campaign in #Dubai, promoting its range of ready-to-cook frozen chicken and other products in anticipation of Ramadan.

Read the full article on our website 🌍 

#InsiteOOH ",HIGH,HIGH
2025-03-13,e& UAE,@eanduae,Telecommunications,seasonal,Ramadan‑themed OOH campaign promoting postpaid plans across Dubai and Sharjah.,OOH,"Dubai, UAE","@eanduae has launched a Ramadan-themed #OOH campaign across #Dubai and #Sharjah, promoting its postpaid plans.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Thin",HIGH,HIGH
2025-03-13,Toyota UAE,@toyotauae,Automotive,seasonal,Outdoor Ramadan campaign to reach prospective car buyers.,billboard,"Dubai, UAE","@toyotauae, advertised by #Al_Futtaim_Motors, features a new #outdoor advertising campaign taking advantage of Ramadan as the perfect time to reach out to prospective buyers. 

Read the full article o",HIGH,HIGH
2025-03-18,Sharjah TV,@sharjahtv,Entertainment & Media,event_promotion,Promoting the new lineup of Ramadan 2025 TV shows across the UAE.,billboard,UAE,"@sharjahtv takes off with a successful #outdoor campaign throughout the #UAE, promoting its new lineup of Ramadan 2025 shows, also available on Maraya.

Read the full article on our website 🌍 

#Insit",HIGH,HIGH
2025-03-20,Ajmal Perfumes,@ajmalperfumes,Beauty & Personal Care,promotional_sale,Highlighting premium perfume lineup with part‑sale deals.,OOH,"Dubai, UAE","@ajmalperfumes has unveiled a new #OOH campaign featuring a premium product lineup that dominates for its part-sale deals.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay",HIGH,HIGH
2025-03-24,Al Tayyar Motors Land Rover UAE,@altayermotorslandroveruae,Automotive,product_launch,Ramadan OOH campaign promoting the new Land Rover Defender.,OOH,"Dubai, UAE","@altayermotorslandroveruae has launched an #OOH campaign in #Dubai, promoting the new Defender during Ramadan.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Rama",HIGH,HIGH
